ID,Key,String,EventID,TranslatedString
1834453856849924,WORLDEVENT115_DECISION1,Let them go if they agree to leave the loot.,115,如果他们同意放弃战利品，就让他们离开。
1834453856849925,WORLDEVENT115_DECISION1RESULT0_PAGE1,"It looked like the bandits were somewhat hesitant but in the end agreed to the Party's conditions, saying that they only need each other. The Party let the bandits go who held hands when they left.

Now that that was over they started to collect the loot they left behind.",115,"看起来强盗们有些犹豫，但最终还是同意了队伍的条件，表示他们只需要彼此。队伍让强盗们离开，离开时他们手牵着手。

事情结束后，他们开始收集留下的战利品。"
1834453856849926,WORLDEVENT115_DECISION2,Attack them.,115,攻击他们。
1834453856849927,WORLDEVENT115_DECISION2RESULT0_PAGE1,"Whatever the circumstances, the two of them were bandits and there was only one way to deal with bandits.",115,无论情况如何，他们两个都是强盗，处理强盗只有一种方法。
1834453861044224,WORLDEVENT116_PAGE1,While wandering through the caves the party suddenly start to hear the sound of clashing of metals in the distance. They immediately realized that those were the sounds of a battle unfolding somewhere in the distance.,116,当队伍在洞穴中游荡时，突然听到远处金属碰撞的声音。他们立刻意识到那是某处正在展开的战斗的声音。
1834453861044225,WORLDEVENT116_DECISION1,Approach the sound of Battle.,116,靠近战斗的声音。
1834453861044226,WORLDEVENT116_DECISION1RESULT0_PAGE1,"The Party decided to follow the sound. Whatever it was that was happening, not knowing could be the far worse decision. 

The Party slowly approached the source of the sound and the closer they got the more intense the sounds became. When they finally arrived they finallly saw what was happening.",116,"队伍决定跟随声音。无论发生了什么，不知道可能是更糟糕的决定。

队伍慢慢靠近声音的来源，离得越近，声音越强烈。当他们终于到达时，终于看到了发生的事情。"
1834453861044227,WORLDEVENT116_DECISION1ALTRESULT0_PAGE1,"The Party decided to follow the sound. Whatever it was that was happening, not knowing could be the far worse decision. 

The Party slowly approached the source of the sound and the closer they got the more intense the sounds became. When they finally arrived they finally saw what was happening.

A group of Lizardmen were fighting with each other with what seems to be practice poles. It seemed like the Party just stumbled into what seems to be a training place for the group of Lizardmen living here. Unfortunately the Party was immediately spotted by the lizardmen who didn't waste any time and replaced their practice poles with real weapons.

Prepare for Battle!",116,"队伍决定跟随声音。无论发生了什么，不知道可能是更糟糕的决定。

队伍慢慢靠近声音的来源，离得越近，声音越强烈。当他们终于到达时，终于看到了发生的事情。

一群蜥蜴人正在用看似练习用的木杆互相打斗。看起来队伍恰好闯入了这个居住着蜥蜴人的训练场。不幸的是，队伍立刻被蜥蜴人发现，他们毫不犹豫地用真正的武器替换了练习用的木杆。

准备战斗！"
1834453861044228,WORLDEVENT116_DECISION2,Avoid it and go into a different direction.,116,避开它，朝另一个方向走。
1834453861044229,WORLDEVENT116_DECISION2RESULT0_PAGE1,"The Party decided that it would be a bad idea to follow the sound of trouble instead of the more logical choice of avoiding it. Whatever was happening, it had nothing to do with them.",116,队伍决定跟随声音可能是个坏主意，选择更合逻辑的避开它。无论发生了什么，这与他们无关。
