ID,Key,String,EventID,TranslatedString
1834454150451201,WORLDEVENT230_PAGE1,"As the Party continued on their journey, they stumbled upon yet another lifeless body. This occurrence was not uncommon in this area, but what made it peculiar was the eerie, pulsating purple glow emanating from it. The sight caused the Party to become wary of the corpse and they watched the corpse anticipating something happening.

However, to their disappointment, nothing out of the ordinary happened. They were left bewildered, uncertain of how to interpret this strange situation they found themselves in. Was it maybe just a harmless phenomenon?
",230,"当队伍继续他们的旅程时，他们偶然发现了又一具无生命的尸体。这种情况在这个地区并不罕见，但让人感到奇怪的是，尸体散发出诡异的脉动紫光。这个景象让队伍对尸体产生了警惕，他们注视着尸体，期待着什么事情的发生。

然而，让他们失望的是，什么异常的事情都没有发生。他们感到困惑，不确定该如何解读自己所处的这个奇怪情况。也许这只是一个无害的现象？"
1834454150451202,WORLDEVENT230_DECISION1,Leave it alone.,230,不去碰它。
1834454150451203,WORLDEVENT230_DECISION1RESULT0_PAGE1,"After carefully considering their options, the Party ultimately decided to leave the bizarre scene behind them. Despite the unsettling glow emanating from the corpse, it appeared to be lifeless and posed no immediate threat to the group.

Whatever the reason for the pulsating glow was, the Party was not eager to find out.",230,"在仔细考虑了他们的选择后，队伍最终决定将这个奇怪的场景抛在身后。尽管尸体散发着令人不安的光芒，但它似乎是无生命的，对他们没有立即的威胁。

无论脉动光芒的原因是什么，队伍并不急于去探究。"
1834454150451204,WORLDEVENT230_DECISION2,Have an Adventurer take a closer look at the corpse.,230,让一个冒险者仔细查看尸体。
1834454150451205,WORLDEVENT230_DECISION2RESULT0_PAGE1,"The strange occurrence was too much for the Party to simply ignore. One member, {CHARACTER1}, took the lead and decided to investigate the glowing corpse, while the others stood guard and watched over {GENDER1:cond:=1?him|=0?her}.


Approaching the body cautiously, {CHARACTER1} remained vigilant for any signs of danger. As {GENDER1:cond:=1?he|=0?she} drew closer, a sense of unease washed over {GENDER1:cond:=1?him|=0?her}, and {GENDER1:cond:=1?he|=0?she} began to question the rationality of this idea. But before {GENDER1:cond:=1?he|=0?she} could complete that thought, the purple glow surrounding the corpse intensified, enveloping {GENDER1:cond:=1?him|=0?her} and temporarily blinding the rest of the group.",230,"这个奇怪的现象对队伍来说实在太过于引人注目。一个成员，{CHARACTER1}，主动出击，决定调查那具发光的尸体，而其他人则站在一旁警戒，保护着{GENDER1:cond:=1?他|=0?她}。

{CHARACTER1}小心翼翼地靠近尸体，保持警惕，观察任何危险的迹象。当{GENDER1:cond:=1?他|=0?她}越靠越近，一种不安的感觉涌上心头，{GENDER1:cond:=1?他|=0?她}开始质疑这个想法的合理性。但在{GENDER1:cond:=1?他|=0?她}还没完成这个想法时，尸体周围的紫光突然增强，笼罩住了{GENDER1:cond:=1?他|=0?她}，并暂时使其他队员失明。"
1834454154645504,WORLDEVENT230_DECISION2RESULT0_PAGE2,"After the blinding light finally faded away, the Party regained their senses and found {CHARACTER1} lying on the ground. They rushed over to {GENDER1:cond:=1?him|=0?her}, relieved to find that {GENDER1:cond:=1?he|=0?she} seemed unharmed and able to stand up without difficulty.


With no signs of physical harm to anyone, the Party decided to continue on their journey, treating the strange encounter as a wild tale to tell others. However, despite the harmless outcome, a sense of unease lingered with the group. They couldn't help but wonder if something did happen and they were just not aware of it.",230,"当刺眼的光芒终于消散后，队伍恢复了意识，发现{CHARACTER1}躺在地上。他们急忙跑去查看{GENDER1:cond:=1?他|=0?她}，松了一口气，发现{GENDER1:cond:=1?他|=0?她}似乎没有受伤，并能毫无困难地站起来。

没有任何人受到身体上的伤害，队伍决定继续他们的旅程，把这次奇怪的遭遇当作一个疯狂的故事讲给别人。然而，尽管结果无害，队伍中仍然弥漫着一丝不安。他们忍不住想，是否真的发生了什么，而他们却没有察觉到。"
1834454154645505,WORLDEVENT231_PAGE1,The party stumbles on what seems to be a trapdoor. Seeing as how the trapdoor seems to be behind a lock that still seems to hold to this day the party wondered if there was anything valuable hidden below.,231,队伍偶然发现了一个看似是陷阱门的地方。由于这个陷阱门似乎被一个至今仍然完好的锁锁住，队伍开始怀疑下面是否隐藏着什么有价值的东西。
1834454154645506,WORLDEVENT231_DECISION1,Ignore the trapdoor and move on.,231,忽略这个陷阱门，继续前进。
1834454154645507,WORLDEVENT231_DECISION1RESULT0_PAGE1,"The Party ignored the trapdoor and moved. Whatever was lying beneath, is probably already lost to time.",231,队伍忽略了这个陷阱门，继续前进。无论下面有什么东西，可能早已被时间遗忘。
1834454154645508,WORLDEVENT231_DECISION2,Try to break it open by force.,231,尝试强行打开它。
1834454154645509,WORLDEVENT231_DECISION2RESULT0_PAGE1,{CHARACTER1} managed to break the lock by sheer force. Who needs skill when they've got brawn?,231,{CHARACTER1}凭借纯粹的力量成功打开了锁。谁还需要技巧呢，光靠蛮力就够了？
1834454154645510,WORLDEVENT231_DECISION2RESULT0_PAGE2,"As the Party descended through the trapdoor, they discovered what appeared to be an armory. Unfortunately most of the weapons and armors inside the room have already been completely rendered useless from the passage of time. Nevertheless, the party began scouring the room for any items that might still be of use to them.",231,当队伍通过陷阱门下到下面时，他们发现了一个看似是武器库的地方。不幸的是，房间内的大多数武器和盔甲都已经因时间的流逝而完全失去了效用。尽管如此，队伍还是开始在房间里搜寻任何可能仍然有用的物品。
1834454154645511,WORLDEVENT231_DECISION2ALTRESULT0_PAGE1,"{CHARACTER1} exerted all of {GENDER1:cond:=1?his|=0?her} strength to break the lock, but to no avail. The lock proved to be sturdier than {GENDER1:cond:=1?he|=0?she} had initially anticipated, and after several attempts, {GENDER1:cond:=1?he|=0?she} reluctantly gave up. Despite {GENDER1:cond:=1?his|=0?her} best efforts, {GENDER1:cond:=1?he|=0?she} only managed to obtain a few new bruises as souvenirs.


At this point, it appears that whatever is concealed behind the trapdoor will remain a mystery for the time being.",231,"{CHARACTER1}竭尽全力想要打破锁，但无济于事。锁的坚固程度超出了{GENDER1:cond:=1?他|=0?她}最初的预期，经过几次尝试后，{GENDER1:cond:=1?他|=0?她}不得不无奈地放弃。尽管{GENDER1:cond:=1?他|=0?她}尽了最大努力，{GENDER1:cond:=1?他|=0?她}只得到了几处新的淤伤作为纪念。

此时，看来隐藏在陷阱门后的秘密暂时仍将是个谜。"
1834454154645512,WORLDEVENT231_DECISION3,Try to pick the lock.,231,尝试撬锁。
