ID,Key,String,EventID,TranslatedString
1834453655523333,WORLDEVENT22_PAGE1,"After the archery range had been dismantled, a single colossal plate was brought into the center of the arena. A man, appearing to be a wizard, stepped forward and cast a spell upon the plate.

The Master of the Arena redirected his attention to the contestants and began to explain the rules of the forthcoming challenge.

""The next challenge will test your willpower,"" he announced. ""Don't be deceived by the plate's harmless appearance. It conceals a powerful illusion spell, making it feel as though you're standing on unimaginably hot coals. How long can you endure the searing sensation before finally yielding?""
",22,"在射箭场被拆除后，一块巨大的金属板被带入竞技场中央。一名看似是巫师的男子走上前，向金属板施下了一个法术。  

竞技场的主持人将注意力转向参赛者，开始解释即将到来的挑战规则。  

“下一个挑战将考验你们的意志力，”他宣布道。“不要被金属板无害的外表所欺骗。它隐藏着一个强大的幻觉法术，让你感觉仿佛站在难以想象的炽热煤炭上。你能忍受这种灼热的感觉多久，才会最终屈服？”"
1834453655523334,WORLDEVENT22_PAGE2,"One by one, contestants took their turns standing on the searing plate. Some couldn't endure even a second, leaping away in agony as soon their feet touched the plate. Others managed to withstand the intense discomfort a bit longer, but the difference amounted to mere seconds.

Then, a man from Falken's former party stepped onto the plate and remained resolute.

Ten seconds passed...
Twenty seconds passed...

As the moments ticked by, contestants who had previously experienced the torment of the plate stared in disbelief. They knew firsthand just how excruciating it was to endure, and they could scarcely fathom how anyone could withstand it for so long.",22,"参赛者们一个接一个地站上了炽热的金属板。有些人甚至连一秒钟都无法忍受，脚一接触到金属板就痛苦地跳开。其他人则稍微坚持得久一点，但差别也不过是几秒钟。  

然后，来自法肯前队伍的一名男子走上了金属板，坚定不移地站在那里。  

十秒过去了……  
二十秒过去了……  

随着时间的推移，之前经历过金属板折磨的参赛者们目瞪口呆。他们亲身知道忍受这种痛苦是多么的折磨，几乎无法想象有人能坚持这么久。"
1834453659717632,WORLDEVENT22_PAGE3,"A full minute passed before the man finally descended from the plate, not in agony like the earlier contestants, but calmly and collected. He was welcomed with open arms by his comrades, drenched in sweat from the intense ordeal. The other contestants who had attempted the challenge before began to applaud, showing their deep respect for the man's exceptional resolve.

Now, it was time for the adventurers' turn to face this daunting test of willpower.",22,"一整分钟过去了，这名男子才从金属板上下来，并没有像之前的参赛者那样痛苦，而是冷静而从容。他的同伴们热情地欢迎他，尽管他因激烈的考验而满身是汗。之前尝试过挑战的其他参赛者们开始鼓掌，表达对这名男子非凡毅力的深深敬意。  

现在，冒险者们也该面对这个艰巨的意志力考验了。"
1834453659717633,WORLDEVENT22_DECISION1,Choose an adventurer to compete.,22,选择一名冒险者参赛。
1834453659717634,WORLDEVENT22_DECISION1RESULT0_PAGE1,"{CHARACTER1} cautiously placed {GENDER1:cond:=1?himself|=0?herself} on the plate. What followed was the feeling of searing heat and pain. Despite the knowledge that it was all a mere illusion, it took all of {GENDER1:cond:=1?his|=0?her} resolve to remain standing on it.

Ten seconds passed...

Twenty seconds passed...


The intense heat continued to intensify, causing {CHARACTER1} great discomfort. Every fiber of {GENDER1:cond:=1?his|=0?her} being screamed at {GENDER1:cond:=1?him|=0?her} to jump off the damn plate.",22,"{CHARACTER1} 小心翼翼地将 {GENDER1:cond:=1?他自己|=0?她自己} 放在金属板上。接下来是炽热和疼痛的感觉。尽管知道这一切只是幻觉，但 {GENDER1:cond:=1?他|=0?她} 仍然竭尽全力地坚持站在上面。  

十秒过去了……  

二十秒过去了……  

强烈的热度不断加剧，让 {CHARACTER1} 感到极大的不适。{GENDER1:cond:=1?他|=0?她} 的每一根神经都在尖叫着让 {GENDER1:cond:=1?他|=0?她} 跳下那该死的金属板。"
1834453659717635,WORLDEVENT22_DECISION1ALTRESULT0_PAGE1,"{CHARACTER1} cautiously placed a foot on the plate. Despite the knowledge that the searing heat and pain were mere illusions, the intensity of the sensation made {GENDER1:cond:=1?him|=0?her} swiftly jump back. 

Unfortunately, this brief attempt counted, and the result was that {CHARACTER1} didn't even last a second on the plate.",22,"{CHARACTER1} 小心翼翼地将一只脚放在金属板上。尽管知道炽热和疼痛只是幻觉，但这种强烈的感觉让 {GENDER1:cond:=1?他|=0?她} 迅速跳了回来。  

不幸的是，这短暂的尝试算作一次，结果是 {CHARACTER1} 在金属板上连一秒钟都没有坚持住。"
1834453659717636,WORLDEVENT23_DECISION1,Jump off.,23,跳下去。
1834453659717637,WORLDEVENT23_DECISION1RESULT0_PAGE1,"{CHARACTER1} immediately leaped off the plate. {GENDER1:cond:=1?he|=0?she} had already endured more than most.

""35 seconds!"" the Master of the Arena announced, earning {CHARACTER1} some well-deserved respect from the other contestants.",23,"{CHARACTER1} 立刻从金属板上跳了下来。{GENDER1:cond:=1?他|=0?她} 已经忍受了比大多数人更多的痛苦。  

“35秒！”竞技场的主持人宣布道，赢得了其他参赛者对 {CHARACTER1} 的应得尊重。"
1834453659717638,WORLDEVENT23_DECISION2,Try to endure it longer than the previous best time.,23,尝试比之前的最佳时间坚持更久。
1834453659717639,WORLDEVENT23_DECISION2RESULT0_PAGE1,"{CHARACTER1} stood resolute, enveloped in pain, with sweat pouring from {GENDER1:cond:=1?him|=0?her} like a waterfall. {GENDER1:cond:=1?he|=0?she} was determined to outlast everyone who had attempted this challenge before. Time passed, and {CHARACTER1} remained on the plate, losing track of how long it had been.

Finally, {CHARACTER1} realized that {GENDER1:cond:=1?he|=0?she} could endure no longer and slowly descended from the plate, squeezing as many seconds as possible into the final result.

""8-85 seconds..."" the Master of the Arena stuttered, as if in disbelief of what had just transpired. ""This is a new record! In the history of the tournament, no one has ever lasted this long!"" Silence enveloped the other contestants who witnessed this inhumane feat of willpower.

None of the following contestants would surpass {CHARACTER1}'s time.",23,"{CHARACTER1} 坚定地站着，痛苦包围着他，汗水像瀑布一样从 {GENDER1:cond:=1?他|=0?她} 身上流下。{GENDER1:cond:=1?他|=0?她} 决心要超过之前所有尝试过这个挑战的人。时间流逝，{CHARACTER1} 仍然站在金属板上，完全忘记了已经过去了多久。  

最终，{CHARACTER1} 意识到 {GENDER1:cond:=1?他|=0?她} 再也忍受不住了，缓缓从金属板上下来，尽量将尽可能多的秒数压缩到最终结果中。  

“8-85秒……”竞技场的主持人结结巴巴地说道，似乎不敢相信刚刚发生的事情。“这是新的记录！在比赛历史上，从未有人能坚持这么久！”目睹这一非人类意志力壮举的其他参赛者们陷入了沉默。  

接下来的参赛者们都无法超越 {CHARACTER1} 的时间。"
