ID,Key,String,EventID,TranslatedString
1834453886210055,WORLDEVENT125_PAGE1,"Before the adventurers stood yet again an ancient stone door, resembling the one they encountered earlier. It began to emit a faint, mesmerizing glow, and a new question materialized before them:

<i>I am a path woven with threads of autonomy, laid before you with endless possibilities. Some embrace me with mindful resolve, while others walk me hesitantly. Sometimes you deny my existence, but at every crossroad, I wait for you. What am I?</i>

Majika peered at the question and sighed contemplatively. ""This question presents myriad answers that could fit its description,"" she remarked. ""However, I sense that they seek a specific response—one that resonates with the Herathia family, or perhaps with the ancestor who established this place.""

The adventurers started to ponder about the question.",125,"在冒险者面前再次出现了一扇古老的石门，和他们之前遇到的那扇相似。它开始散发出微弱而迷人的光芒，一个新问题在他们面前浮现：

<i>我是一条用自主的线索编织而成的道路，展现在你面前，充满无尽的可能性。有些人以坚定的决心拥抱我，而另一些人则犹豫不决地走过我。有时你否认我的存在，但在每一个十字路口，我都在等待着你。我是什么？</i>

Majika凝视着这个问题，沉思地叹了口气。“这个问题有无数个答案可以符合它的描述，”她说道。“然而，我感觉他们在寻找一个特定的回应——一个与赫拉西亚家族相关的，或者与建立这个地方的祖先相关的回应。”

冒险者们开始思考这个问题。"
1834453890404352,WORLDEVENT125_DECISION1,Look at the notes.,125,查看笔记。
1834453890404353,WORLDEVENT125_DECISION1RESULT0_PAGE1,"The adventurers looked through the notes and tried to find any clue towards the Herathia family, that could guide them to the answer.
One Passage in the note book stood out to them:

""Upon further study of the Herathia family, I stumbled upon something curious. In the hall of their ancestors I found a suprisingly well preserved bust of an unknown man, unlike any other depictions of the family. His humble attire and distinct facial features set him apart, leading me to surmise that he was not a blood relation. The question that loomed before me was obvious: why was this bust crafted, and what purpose did it serve in the ancestral hall?""",125,"冒险者们翻阅了笔记，试图找到任何关于赫拉西亚家族的线索，以引导他们找到答案。笔记本中的一段文字引起了他们的注意：

“在进一步研究赫拉西亚家族时，我偶然发现了一些有趣的事情。在他们的祖先大厅中，我发现了一尊保存得出奇良好的陌生男子半身像，这与家族的其他描绘截然不同。他朴素的服饰和独特的面部特征使他显得与众不同，让我推测他并不是血亲。摆在我面前的问题显而易见：为什么要制作这尊半身像，它在祖先大厅中有什么目的？”"
1834453890404354,WORLDEVENT125_DECISION1RESULT0_PAGE2,"""Intrigued by this unexpected discovery, I endeavored to unveil the story behind this mysterious figure and unearthed a fascinating story. Astonishingly, the man was revealed to be a simple servant who had been in the service of the Herathia family for not even a year. As it turned out the man was a spy sent by a rival family and was ordered to take the family heir's life. Surprisingly the servant refused the orders even at the threat of his own life. Not long after the man died under suspicious circumstances. A surviving correspondence shed even more light into the matter.

<i>...deserves our respect. I don't care that he was a spy sent by the Dichoys. The man owed no loyalty to us and his refusal only stemmed from his own conviction. His rejection to kill our child even under the threat of his own life is a testament to what every true Herathia Member should remember. There is always a...[UNREADABLE PASSAGE].</i>",125,"“被这个意外的发现所吸引，我努力揭开这个神秘人物背后的故事，并挖掘出一个引人入胜的故事。令人惊讶的是，这个男子被揭示为一名简单的仆人，他在赫拉西亚家族的服务时间甚至不到一年。结果发现，这名男子是一个由敌对家族派来的间谍，被命令要取走家族继承人的性命。令人惊讶的是，这名仆人在自己生命受到威胁的情况下拒绝了命令。不久之后，这名男子在可疑的情况下死去。一封幸存的信件进一步揭示了这个问题。

<i>...值得我们尊重。我不在乎他是被迪乔伊家族派来的间谍。这个人对我们没有忠诚，他的拒绝只是出于他自己的信念。他在自己生命受到威胁的情况下拒绝杀死我们的孩子，证明了每一个真正的赫拉西亚成员应该铭记的事情。总是有一个...[无法阅读的段落]。</i>"
1834453890404355,WORLDEVENT125_DECISION2,Ask Majika to disable the magic on the door.,125,请Majika解除门上的魔法。
1834453890404356,WORLDEVENT125_DECISION2RESULT0_PAGE1,"""Very well. I will do as you ask, but prepare yourself for an attack."" Majika warned the adventurers.

Approaching the stone door, she began to weave a spell, and ethereal lights started to dance around her hands, enveloping the stone door. As the light touched the door, sparks flew as if some form of resistance tried to block Majika's spell. However, it was futile. The magic that once filled the stone door started to drain until it was finally gone. With a simple gesture of her hand, the now ordinary stone door flew open, revealing the next room to the adventurers.

However, true to Majika's warning, the guardians around them finally started to move, emerging from their slumber. The adventurers now had to fight their way through.",125,"“很好。我会照你所说的去做，但要为攻击做好准备。”Majika警告冒险者们。

她走近石门，开始施法，虚幻的光芒开始在她的手中舞动，包围着石门。当光芒触碰到门时，火花四溅，仿佛某种形式的抵抗试图阻挡Majika的法术。然而，这是徒劳的。曾经充满魔法的石门开始逐渐失去魔力，直到最终消失。随着她手的一挥，现在普通的石门打开了，向冒险者们揭示了下一个房间。

然而，正如Majika所警告的那样，周围的守护者终于开始活动，从沉睡中苏醒。冒险者们现在必须战斗才能通过。"
1834453890404357,WORLDEVENT125_DECISION3,Freedom,125,自由
1834453890404358,WORLDEVENT125_DECISION3RESULT0_PAGE1,"The magical light around the stone door started to turn red and stood still in its place. Nothing else the adventurers tried to say, seemed to matter anymore. The stone door was now denying them entrance to the next room.",125,石门周围的魔法光芒开始变成红色，静止不动。冒险者们尝试说的其他任何话似乎都不再重要。石门现在拒绝让他们进入下一个房间。
1834453894598656,WORLDEVENT125_DECISION4,Adventure,125,冒险
1834453894598657,WORLDEVENT125_DECISION5,Destiny,125,命运
