ID,Key,String,EventID,TranslatedString
1834453953318919,WORLDEVENT150_PAGE1,"The party find the remains of a camp that seems to have been hastily abandoned. Whoever put on the tent clearly had no time to break camp in an orderly fashion and had to leave their belongings behind. Seeing as it was very unlikely for said person to return, the party pilfered through the remains.
Most of the things the party recovered were things you'd expect of a traveller. But among the remains there was one thing out of the ordinary. A book with notes written in a foreign language.",150,"队伍发现了一个似乎被匆忙遗弃的营地遗迹。搭建帐篷的人显然没有时间以有序的方式收拾营地，只能留下自己的物品。考虑到这个人很可能不会再回来，队伍开始翻找遗留的东西。  
大多数队伍找到的东西都是旅行者常见的物品。但在遗迹中，有一样东西显得格外不同。一本用外语写的笔记本。"
1834453957513216,WORLDEVENT150_DECISION1,Try to understand the content of the notes.,150,尝试理解笔记的内容。
1834453957513217,WORLDEVENT150_DECISION1RESULT0_PAGE1,"After going through the notes {CHARACTER1} realized that the notes weren't written in a foreign language. The writer just used an old dialect which is very hard to read for people of this generation. Luckily {CHARACTER1} was able to understand the writing and it turned out that the owner of the book was an adventurer themself.

The notes were full of useful information and insights of the life of an adventurer and the party learned a lot from it.",150,"在翻阅笔记后，{CHARACTER1}意识到这些笔记并不是用外语写的。作者只是使用了一种对这一代人来说非常难以阅读的古老方言。幸运的是，{CHARACTER1}能够理解这些文字，结果发现这本书的主人是一位冒险者。  
笔记中充满了有用的信息和冒险者生活的见解，队伍从中学到了很多。"
1834453957513218,WORLDEVENT150_DECISION1ALTRESULT0_PAGE1,"{CHARACTER1} tried {GENDER1:cond:=1?his|=0?her} best to make sense of the notes but eventually had to give up. It wouldn't be so bad if {CHARACTER1} didn't waste the better part of the day assuring everyone that {GENDER1:cond:=1?he|=0?she} only needed more time.
Despite all that they still managed to find some useful items from the camp remains.",150,"{CHARACTER1}尽力尝试理解笔记，但最终不得不放弃。如果不是因为{CHARACTER1}浪费了大部分时间向大家保证{GENDER1:cond:=1?他|=0?她}只需要更多时间，这也许不会那么糟糕。  
尽管如此，他们还是从营地的遗迹中找到了些有用的物品。"
1834453957513219,WORLDEVENT150_DECISION2,Ignore the book.,150,忽略这本书。
1834453957513220,WORLDEVENT150_DECISION2RESULT0_PAGE1,The Party decided to ignore the book. There wasn't any reason to waste time understanding the notes. It was unlikely there was anything written on it that would benefit them. Instead they took from the camp everything else that could be of use.,150,队伍决定忽略这本书。没有理由浪费时间去理解笔记。它上面写的内容不太可能对他们有帮助。相反，他们从营地中拿走了其他所有可能有用的东西。
1834453957513221,WORLDEVENT151_PAGE1,"The Party found what seems to be an abandoned shack.
When the group entered it, they were greeted by an abundance of rare herbs, flasks, mortars and pestle and anything else that would be required to mix potions. It was evident that whoever lived here before was an alchemist.  

But considering the run-down state of the shack the previous owner either died or abandoned the shack a long time ago.
In one corner of the house there was a chest that caught the attention of the group. It clearly looked like it held something of value. But the glowing runes on the lock clearly stated that a poor handling could have dangerous results.",151,"队伍发现了一个似乎被遗弃的小棚屋。  
当他们进入时，迎接他们的是大量稀有草药、瓶子、研钵和其他混合药水所需的物品。显然，之前住在这里的人是一位炼金术士。  
但考虑到小棚屋的破旧状态，前任主人要么已经死去，要么早已遗弃了这个地方。  
在房子的一个角落，有一个箱子引起了队伍的注意。它显然看起来装着一些有价值的东西。但锁上的发光符文清楚地表明，处理不当可能会导致危险的后果。"
1834453957513222,WORLDEVENT151_DECISION1,Ignore the chest and collect everything else.,151,忽略箱子，收集其他所有东西。
1834453957513223,WORLDEVENT151_DECISION1RESULT0_PAGE1,Despite the potential riches the party decided to forego the risk and instead collected everything else the shack had to offer.,151,尽管有潜在的财富，队伍还是决定放弃风险，收集小棚屋里其他所有的东西。
1834453957513224,WORLDEVENT151_DECISION2,Try to pick the lock.,151,尝试撬锁。
