ID,Key,String
70908809216,ACHIEVEMENT_QUESTCOMPLETED_01,初露锋芒
152236363776,ACHIEVEMENT_QUESTCOMPLETED_02,技艺初成
657876488192,ACHIEVEMENT_QUESTCOMPLETED_03,冒险先锋
846431424512,ACHIEVEMENT_MONSTER_KILLED_01,怪物杀手 I
1007144570880,ACHIEVEMENT_MONSTER_KILLED_02,怪物杀手 II
1121825230848,TROLL_SLAYER_ACHIEVEMENT,巨魔杀手
1257519353856,ACHIEVEMENT_RANK_01,青铜冒险者
1324527554560,ACHIEVEMENT_RANK_06,钻石冒险者
1416366034944,ACHIEVEMENT_RANK_02,黑铁冒险者
1583618101248,ACHIEVEMENT_RANK_04,黄金冒险者
1721627480064,ACHIEVEMENT_RANK_03,白银冒险者
1870139396096,ACHIEVEMENT_RANK_05,铂金冒险者
59033893319118848,FIELD_NURSE,战地护士
59036621881643008,ACHIEVEMENT_PROGRESS,"进度:
{PROGRESS}"
59037547199631360,ACHIEVEMENT_QUICKMESSAGE,{CHARACTER1} 解锁了一个成就！
59397802672689152,ACHIEVEMENT_QUESTCOMPLETED_01_DESCR,成功完成了一项任务
59397978791514112,ACHIEVEMENT_QUESTCOMPLETED_0X_DESCR,成功完成了 {GOAL_AMOUNT} 项任务
59398603117858816,FIELD_NURSE_ACHIEVEMENT_DESCR,治愈了总计 {GOAL_AMOUNT} 点生命值
59398979732803584,ACHIEVEMENT_MONSTER_KILLED_0X_DESCR,杀死了 {GOAL_AMOUNT} 个敌人
59399432277233664,TROLL_SLAYER_ACHIEVEMENT_DESCR,杀死了一只{TROLL}
59399605279690752,ACHIEVEMENT_RANK_0X_DESCR,达到{GOAL_RANK}
59400685212307456,ARACHNOPHOBE_ACHIEVEMENT,蜘蛛恐惧症
59404898248069120,ARACHNOPHOBE_ACHIEVEMENT_DESCR,杀死了一只{SPIDERQUEEN}
59406810586451968,GLORY_HUNTER_ACHIEVEMENT,荣耀猎手
59406984230637568,GLORY_HUNTER_ACHIEVEMENT_DESCR,杀死了一位{UNDEAD_CHAMPION}
59407431104368640,HEART_BREAKER_ACHIEVEMENT,碎心者
59407574474067968,HEART_BREAKER_ACHIEVEMENT_DESCR,杀死了一位{ICE_BRIDE}
59408093477244928,WOOD_CUTTER_ACHIEVEMENT,伐木工
59408189770076160,WOOD_CUTTER_ACHIEVEMENT_DESCR,杀死了一位{ANCIENT_TREE_SPIRIT}
59408597972324352,LIGHTNING_ROD,闪电引导者
59409409721143296,LIGHTNING_ROD_DESCR,击杀一只{STORM_TALON}
59410051801976832,DRAGON_SLAYER_ACHIEVEMENT,屠龙者
59410485002276864,DRAGON_SLAYER_ACHIEVEMENT_DESCR,击杀一条龙
59411113883635712,PUNCHING_BAG_ACHIEVEMENT,沙包
59411501235998720,PUNCHING_BAG_ACHIEVEMENT_DESCR,受到{GOAL_AMOUNT}点伤害
59412143652376576,SURVIVOR_ACHIEVEMENT,幸存者
59412354810417152,SURVIVOR_ACHIEVEMENT_DESCR,幸存了{GOAL_AMOUNT}次致命攻击
59412628790743040,HEDGEHOG_ACHIEVEMENT,刺猬
59412734629810176,HEDGEHOG_ACHIEVEMENT_DESCR,反弹了{GOAL_AMOUNT}点伤害
