ID,Key,String
57498010044502000,PRETTY_SIMPLE_EFFECT,"通过这个冒险者获得的BP增加{POTENCY}%。
更有可能成为浪漫兴趣对象。"
57498550954528800,SCARED_FIRE_EFFECT,每当这个角色受到或造成火焰伤害时，他们会失去BP。
57498843054247900,TALENTED_EFFECT,天赋的成长增加{POTENCY}。 （如果角色没有被招募，保证至少有2个天赋）。
57499251403296800,KIND_EFFECT,这个角色造成的治疗和BP效果强度增加{POTENCY}%。
57499510162493400,BORN_LEADER_EFFECT,"如果角色是队伍的领导者，连击攻击机会增加{POTENCY}%。
（需要队伍领导者升级，并且在任务中的小组必须是角色所领导的队伍）"
57499742526935000,CREATIVE_EFFECT,所有属性检查的修正值+2
57499882021097500,GREED_EFFECT,工资增加50%，但在任务中找到的战利品增加20%。
57500498902552600,SADIST_EFFECT,角色在对敌人造成伤害时将始终获得{POTENCY} BP（该数量不受勇气影响）。 如果在一轮中没有对任何人造成伤害，有机会失去BP。
57501586812735500,IRON_SKIN_EFFECT,受到来自奥术技能的伤害增加{POTENCY}%。
57501862449811500,LUCKY_EFFECT,找到的战利品总值增加{POTENCY}%。
57502045631844400,BORING_EFFECT,更容易与其他角色发生负面关系事件。
57502347500097500,OPTIMIST_EFFECT,永久的积极情绪增益。
57502479872331800,PESSIMIST_EFFECT,永久的情绪减益。
57502716070367200,POPULAR_EFFECT,更容易与其他角色发生积极关系事件。
57503126281687000,ASCETIC_EFFECT,在露营期间不消耗任何物资。
57503246289113100,PACIFIST_EFFECT,每次角色造成伤害时，都会失去BP。该角色施加的增益效果持续多1回合。
57503466095808500,FAST_LEARNER_EFFECT,获得{POTENCY}%更多经验值。
57503639052128300,SELFISH_EFFECT,当盟友被暴击或死亡时，不会失去BP。然而，除非是最好的朋友或恋人，否则无法对盟友使用任何技能或物品（盟友仍然会受到范围技能的影响）。
57503879335415800,BELEPHEGOR_EFFECT,当生命值低于20%或BP降为零时，角色将逃跑。
57504053680050200,TRAIT_GAIN_SKILL_EFFECT,获得技能<color=orange>{SKILL}</color>。
57504321972899800,ANIMAL_HATER_EFFECT,对动物类怪物造成{POTENCY}%更多伤害。
57504518299881500,TRAIT_CLASS_CHANGE,该角色可以转变为{CLASS}职业。
57505518037405700,CORPSE_PILFERER_EFFECT,战斗后增加战利品获取几率。
57505768156336100,CURSED_EFFECT,角色有{POTENCY}%的几率未能施放技能。
57505996817207300,DEATHWISH_EFFECT,"勇气状态永远不会低于""{NORMAL}""，且角色永远不会获得{SHAKEN}状态。然而，在回合开始时，有{POTENCY}%的几率获得{MARKED}状态。"
57507219431657500,DETERMINED_EFFECT,始终以{CONFIDENT}状态开始任务。
57508329018003500,GLUTTON_EFFECT,在露营时多消耗1个补给。
57508778857107500,IFRIT_EFFECT01,获得技能<color=orange>{SKILL}</color>。每场战斗中，角色可以触发一次爆炸，对自己和周围所有单位造成火焰伤害。
57509024576213000,IFRIT_EFFECT02,获得技能<color=orange>{SKILL}</color>。每场战斗中，角色可以过热，获得增益效果，但也会因此受到伤害。
57509335185395700,INTIMIDATING_EFFECT,半径3格内每个等级较低的敌人，将会减少{POTENCY}的准确度。
57510010078269400,LONE_WOLF_EFFECT,只要在3个格子内没有盟友，增加PAB、MAB、准确度、暴击、闪避、格挡、主动权、移动力、勇气及所有抗性{POTENCY}%。
57510305105612800,LOYAL_TO_FRIEND_EFFECT,与朋友或更高等级的连击攻击机会增加{POTENCY}%。
57510459959316500,MAGICALLY_DEAF_EFFECT,角色无法学习奥术或神圣技能。
57510656395350000,MERCHANT_EYE_EFFECT,在任务结束时，出售战利品的价值增加{POTENCY}%。
57510940412645400,ORGANIZED_EFFECT,增加露营行动点{POTENCY}。（可叠加）
57511112278446100,RATIONAL_EFFECT,积极的关系事件效果仅为{POTENCY}%。
57511775485988900,IMPATIENT_EFFECT,在战斗的第一回合中将始终优先行动（除非遭到伏击）。
57511962853937200,TRUE_LOVE_EFFECT,与爱人的连击命中率始终为100%。只要角色有爱人，增加{POTENCY}的死亡抵抗。
57578068599803904,TRAIT1,漂亮。
57578068629164032,TRAIT1_DESCR,{CHARACTER1}的面容令人愉悦。
57578068633358336,TRAIT2,害怕火
57578068633358337,TRAIT2_DESCR,{CHARACTER1} 对火有着异常的恐惧。
57578068633358338,TRAIT3,虚弱
57578068633358339,TRAIT3_DESCR,{CHARACTER1} 一生中从未锻炼过 {GENDER1:cond:=1?his|=0?her}。
57578068633358340,TRAIT4,傲慢
57578068633358341,TRAIT4_DESCR,{CHARACTER1} 并不傲慢。{GENDER1:cond:=1?he|=0?she} 只是太过出色。
57578068633358342,TRAIT5,有才华
57578068633358343,TRAIT5_DESCR,{CHARACTER1} 一直注定要过这种生活。
57578068633358344,TRAIT6,善良
57578068633358345,TRAIT6_DESCR,{CHARACTER1} 是一个善良的灵魂，喜欢照顾他人。
57578068633358346,TRAIT7,天生领袖
57578068633358347,TRAIT7_DESCR,{CHARACTER1} 注定要成为领导者。
57578068633358348,TRAIT8,足智多谋
57578068633358349,TRAIT8_DESCR,{CHARACTER1} 在任何情况下总能想到完美的主意。
57578068633358350,TRAIT9,灵活
57578068633358351,TRAIT9_DESCR,{CHARACTER1} 能轻松避开危险。
57578068633358352,TRAIT10,前炼金术士
57578068633358353,TRAIT10_DESCR,{CHARACTER1} 曾是一名炼金术士。但不知何故，{GENDER1:cond:=1?he|=0?she} 放弃了那种生活，转而成为了一名冒险者。
57578068633358354,TRAIT11,贪婪
57578068633358355,TRAIT11_DESCR,{CHARACTER1} 比起{GENDER1:cond:=1?his|=0?her} 的同胞，更爱钱财。
57578068633358356,TRAIT12,勇敢
57578068633358357,TRAIT12_DESCR,{CHARACTER1} 拥有狮子的心。{GENDER1:cond:=1?He|=0?She} 永远不会被发现背后插着箭。
57578068633358358,TRAIT13,近视
57578068633358359,TRAIT13_DESCR,{CHARACTER1} 可能不适合使用弓箭。
57578068633358360,TRAIT14,魔法天赋
57578068633358361,TRAIT14_DESCR,你是个法师，{CHARACTER1}！
57578068633358362,TRAIT15,施虐狂
57578068633358363,TRAIT15_DESCR,{CHARACTER1} 最喜欢的就是给别人带来痛苦。
57578068633358364,TRAIT16,聪明
57578068633358365,TRAIT16_DESCR,{CHARACTER1} 对于一个冒险者来说相当聪明。大多数人通常愚蠢得像块砖头。
57578068633358366,TRAIT17,笨
57578068633358367,TRAIT17_DESCR,{CHARACTER1} 只是思考方式不同。可能...
57578068633358368,TRAIT18,强壮
57578068633358369,TRAIT18_DESCR,看看那些二头肌！
57578068633358370,TRAIT19,铁皮
57578068633358371,TRAIT19_DESCR,"{CHARACTER1} 拥有一种奇特的皮肤，可以抵御割伤和打击。
不幸的是，对魔法就没那么有效了。"
57578068633358372,TRAIT20,不耐烦
57578068633358373,TRAIT20_DESCR,{CHARACTER1} 不会等任何人。要么跟上节奏，要么落在后面。
57578068633358374,TRAIT21,幸运
57578068633358375,TRAIT21_DESCR,{CHARACTER1} 是你绝对不应该打牌的人。
57578068633358376,TRAIT22,快
57578068633358377,TRAIT22_DESCR,{CHARACTER1} 的脚步特别快。试着跟上！
57578068633358378,TRAIT23,无知
57578068633358379,TRAIT23_DESCR,{CHARACTER1} 是最后一个察觉到的。
57578068633358380,TRAIT24,无聊
57578068633358381,TRAIT24_DESCR,{CHARACTER1} 像一块石头一样没有魅力。一块无聊的石头。
57578068633358382,TRAIT25,乐观主义者
57578068633358383,TRAIT25_DESCR,{CHARACTER1} 不会沉溺于坏事中。
57578068633358384,TRAIT26,悲观主义者
57578068633358385,TRAIT26_DESCR,{CHARACTER1} 的思绪总是倾向于黑暗的地方。
57578068633358386,TRAIT27,受欢迎
57578068633358387,TRAIT27_DESCR,{CHARACTER1} 自然受到他人的喜爱。
57578068633358388,TRAIT28,喜爱痛苦
57578068633358389,TRAIT28_DESCR,{CHARACTER1} 希望人们打得 {GENDER1:cond:=1?him|=0?her} 更狠。
57578068633358390,TRAIT29,苦行者
57578068633358391,TRAIT29_DESCR,{CHARACTER1} 正在进行这种疯狂的新饮食。这可不健康。
57578068633358392,TRAIT30,有韧性
57578068637552640,TRAIT30_DESCR,{CHARACTER1} 知道如何承受打击。
57578068637552641,TRAIT31,虚弱
57578068637552642,TRAIT31_DESCR,{CHARACTER1} 无法承受打击。
57578068637552643,TRAIT32,和平主义者
57578068637552644,TRAIT32_DESCR,{CHARACTER1} 不喜欢伤害别人。出于某种无法解释的原因，这种感觉也延伸到了怪物身上。
57578068637552645,TRAIT33,快速学习者
57578068637552646,TRAIT33_DESCR,{CHARACTER1} 很快就能掌握事情。
57578068637552647,TRAIT34,魔法失聪
57578068637552648,TRAIT34_DESCR,{CHARACTER1} 不喜欢魔法，而魔法也不喜欢 {CHARACTER1}。
57578068637552649,TRAIT35,虚弱
57578068637552650,TRAIT35_DESCR,{CHARACTER1} 容易生病。非常容易。
57578068637552651,TRAIT36,自私
57578068637552652,TRAIT36_DESCR,{CHARACTER1} 认为每个人都是为了自己而活。
57578068637552653,TRAIT37,受过教育
57578068637552654,TRAIT37_DESCR,{CHARACTER1} 学识渊博，这在如今是相当罕见的。
57578068637552655,TRAIT38,士兵训练
57578068637552656,TRAIT38_DESCR,{CHARACTER1} 在 {GENDER1:cond:=1?his|=0?her} 青少年时期接受过基本的士兵训练。
57578068637552657,TRAIT39,巨大
57578068637552658,TRAIT39_DESCR,{CHARACTER1} 足够大，可以把其他冒险者扛在 {GENDER1:cond:=1?his|=0?her} 肩膀上。
57578068637552659,TRAIT40,微小
57578068637552660,TRAIT40_DESCR,{CHARACTER1} 小巧可爱。只要别当面对 {GENDER1:cond:=1?his|=0?her} 这么说。
57578068637552661,TRAIT41,研究助理
57578068637552662,TRAIT41_DESCR,{CHARACTER1} 帮助 Majika 进行研究，{GENDER1:cond:=1?he|=0?she} 从中学到了很多。
57578068637552663,TRAIT42,由法尔肯训练
57578068637552664,TRAIT42_DESCR,{CHARACTER1} 从法尔肯那里接受了一些私人课程。
57578068637552665,TRAIT43,经验丰富的猎人
57578068637552666,TRAIT43_DESCR,{CHARACTER1} 和阿斯特丽德一起狩猎，并从她那里学到了很多。
57578068637552667,TRAIT44,犯罪伙伴
57578068637552668,TRAIT44_DESCR,{CHARACTER1} 陪伴流浪者参与了她的一次“生意”。
57578068637552669,TRAIT45,受伤的小狗
57578068637552670,TRAIT45_DESCR,{CHARACTER1} 正在携带一只受伤的小狗。这让战斗变得更加困难，但为了保护这个小家伙，一切都是值得的。
57578068637552671,TRAIT46,忠诚的朋友
57578068637552672,TRAIT46_DESCR,{CHARACTER1} 身边跟着一只小狼
57578068637552673,TRAIT47,懒惰者贝勒菲戈尔的印记
57578068637552674,TRAIT47_DESCR,{CHARACTER1}的灵魂属于贝勒菲戈尔。这个想法让{GENDER1:cond:=1?him|=0?her}感到恐惧。
57578068637552675,TRAIT48,能干的追踪者
57578068637552676,TRAIT48_DESCR,{CHARACTER1}追踪某人毫不费力。
57578068637552677,TRAIT49,讨厌动物
57578068637552678,TRAIT49_DESCR,{CHARACTER1}不喜欢任何四条腿走路的生物。
57578068637552679,TRAIT50,动物交谈者
57578068637552680,TRAIT50_DESCR,听起来难以置信，但{CHARACTER1}能与动物交谈。
57578068637552681,TRAIT51,摔跤大师
57578068637552682,TRAIT51_DESCR,在赢得一场摔跤比赛后，{CHARACTER1}奇怪地对摔跤产生了痴迷。
57578068637552683,TRAIT52,芬里尔的祝福
57578068637552684,TRAIT52_DESCR,{CHARACTER1}遇见了一个神秘的存在，在巨人中只被称为童话。
57578068637552685,TRAIT53,不祥的预言
57578068637552686,TRAIT53_DESCR,"""你会选择成为人类还是野兽？"""
57578068637552687,TRAIT54,不祥的预言
57578068637552688,TRAIT54_DESCR,"""你的勇气终将受到考验。"""
57578068637552689,TRAIT55,名人
57578068637552690,TRAIT55_DESCR,{CHARACTER1}获得的免费饮料比{GENDER1:cond:=1?he|=0?she}能喝的还要多。
57578068637552691,TRAIT56,笨拙
57578068637552692,TRAIT56_DESCR,{CHARACTER1}几乎笨拙得可笑。以至于{GENDER1:cond:=1?he|=0?she}造成了实际的伤害！
57578068637552693,TRAIT57,尸体掠夺者
57578068637552694,TRAIT57_DESCR,{CHARACTER1} 毫不犹豫地掠夺一具无防备的尸体。
57578068637552695,TRAIT58,胆小
57578068637552696,TRAIT58_DESCR,{CHARACTER1} 不会支持你。
57578068637552697,TRAIT59,水晶之眼
57578068637552698,TRAIT59_DESCR,{CHARACTER1} 有一只第三只眼。字面意思。
57578068637552699,TRAIT60,被诅咒
57578068637552700,TRAIT60_DESCR,{CHARACTER1} 容易遭遇看起来过于不自然的事故。
57578068637552701,TRAIT61,死亡愿望
57578068637552702,TRAIT61_DESCR,{CHARACTER1} 并不是无畏的。{GENDER1:cond:=1?he|=0?she} 只是对生活没有太多热情。
57578068637552703,TRAIT62,坚定
57578068637552704,TRAIT62_DESCR,{CHARACTER1} 不知道“半心半意”的意思。
57578068637552705,TRAIT63,青色刀法的弟子
57578068637552706,TRAIT63_DESCR,{CHARACTER1} 是青色刀法的弟子。
57578068637552707,TRAIT64,龙珠之力
57578068637552708,TRAIT64_DESCR,{CHARACTER1} 获得了龙的力量。
57578068637552709,TRAIT65,酒鬼
57578068637552710,TRAIT65_DESCR,{CHARACTER1} 与酒的关系不健康。
57578068637552711,TRAIT66,可疑的成长环境
57578068637552712,TRAIT66_DESCR,{CHARACTER1} 在一个法律毫无意义的地方长大。
57578068637552713,TRAIT67,鹰眼
57578068637552714,TRAIT67_DESCR,{CHARACTER1} 能够在蚂蚁身上发现鼹鼠。
57578068637552715,TRAIT68,永恒青春
57578068637552716,TRAIT68_DESCR,{CHARACTER1} 获得了永恒青春的恩赐。
57578068637552717,TRAIT69,习惯黑暗
